destinacija,datum,druzba,letalo,cas
Agadir,"(1, 11, 2022, 'TOR')",Ryanair,FR 3504,2:40
Agadir,"(5, 11, 2022, 'SOB')",Ryanair,FR 3504,2:40
Agadir,"(8, 11, 2022, 'TOR')",Ryanair,FR 3504,2:40
Agadir,"(12, 11, 2022, 'SOB')",Ryanair,FR 3504,3:40
Agadir,"(15, 11, 2022, 'TOR')",Ryanair,FR 3504,3:40
Agadir,"(19, 11, 2022, 'SOB')",Ryanair,FR 3504,3:40
Agadir,"(22, 11, 2022, 'TOR')",Ryanair,FR 3504,3:40
Agadir,"(26, 11, 2022, 'SOB')",Ryanair,FR 3504,3:40
Agadir,"(29, 11, 2022, 'TOR')",Ryanair,FR 3504,3:40
Agadir,"(3, 12, 2022, 'SOB')",Ryanair,FR 3504,2:40
Agadir,"(6, 12, 2022, 'TOR')",Ryanair,FR 3504,2:40
Agadir,"(10, 12, 2022, 'SOB')",Ryanair,FR 3504,2:40
Agadir,"(13, 12, 2022, 'TOR')",Ryanair,FR 3504,2:40
Agadir,"(17, 12, 2022, 'SOB')",Ryanair,FR 3504,2:40
Agadir,"(20, 12, 2022, 'TOR')",Ryanair,FR 3504,2:40
Agadir,"(24, 12, 2022, 'SOB')",Ryanair,FR 3504,2:40
Agadir,"(27, 12, 2022, 'TOR')",Ryanair,FR 3504,2:40
Agadir,"(31, 12, 2022, 'SOB')",Ryanair,FR 3504,2:40
Agadir,"(3, 1, 2023, 'TOR')",Ryanair,FR 3504,2:40
Agadir,"(7, 1, 2023, 'SOB')",Ryanair,FR 3504,2:40
Agadir,"(10, 1, 2023, 'TOR')",Ryanair,FR 3504,2:40
Agadir,"(14, 1, 2023, 'SOB')",Ryanair,FR 3504,2:40
Agadir,"(17, 1, 2023, 'TOR')",Ryanair,FR 3504,2:40
Agadir,"(21, 1, 2023, 'SOB')",Ryanair,FR 3504,2:40
Agadir,"(24, 1, 2023, 'TOR')",Ryanair,FR 3504,2:40
Agadir,"(28, 1, 2023, 'SOB')",Ryanair,FR 3504,2:40
Agadir,"(31, 1, 2023, 'TOR')",Ryanair,FR 3504,2:40
Agadir,"(4, 2, 2023, 'SOB')",Ryanair,FR 3504,2:40
Agadir,"(7, 2, 2023, 'TOR')",Ryanair,FR 3504,2:40
Agadir,"(11, 2, 2023, 'SOB')",Ryanair,FR 3504,2:40
Agadir,"(14, 2, 2023, 'TOR')",Ryanair,FR 3504,2:40
Agadir,"(18, 2, 2023, 'SOB')",Ryanair,FR 3504,3:40
Agadir,"(21, 2, 2023, 'TOR')",Ryanair,FR 3504,2:40
Agadir,"(25, 2, 2023, 'SOB')",Ryanair,FR 3504,2:40
Agadir,"(28, 2, 2023, 'TOR')",Ryanair,FR 3504,2:40
Agadir,"(4, 3, 2023, 'SOB')",Ryanair,FR 3504,2:40
Agadir,"(7, 3, 2023, 'TOR')",Ryanair,FR 3504,2:40
Agadir,"(11, 3, 2023, 'SOB')",Ryanair,FR 3504,2:40
Agadir,"(14, 3, 2023, 'TOR')",Ryanair,FR 3504,2:40
Agadir,"(18, 3, 2023, 'SOB')",Ryanair,FR 3504,2:40
Agadir,"(21, 3, 2023, 'TOR')",Ryanair,FR 3504,2:40
Agadir,"(25, 3, 2023, 'SOB')",Ryanair,FR 3504,2:40
Agadir,"(27, 3, 2023, 'PON')",Ryanair,FR 3273,2:40
Agadir,"(30, 3, 2023, 'CET')",Ryanair,FR 3273,2:40
Alessandria,"(6, 11, 2022, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(13, 11, 2022, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(20, 11, 2022, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(27, 11, 2022, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(4, 12, 2022, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(11, 12, 2022, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(18, 12, 2022, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(25, 12, 2022, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(1, 1, 2023, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(8, 1, 2023, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(15, 1, 2023, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(22, 1, 2023, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(29, 1, 2023, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(5, 2, 2023, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(12, 2, 2023, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(19, 2, 2023, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(26, 2, 2023, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(5, 3, 2023, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(12, 3, 2023, 'NED')",Air Arabia Egypt,E5  104,4:30
Alessandria,"(19, 3, 2023, 'NED')",Air Arabia Egypt,E5  104,4:30
Alghero,"(1, 11, 2022, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(2, 11, 2022, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(4, 11, 2022, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(5, 11, 2022, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(6, 11, 2022, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(7, 11, 2022, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(8, 11, 2022, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(9, 11, 2022, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(11, 11, 2022, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(12, 11, 2022, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(13, 11, 2022, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(14, 11, 2022, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(15, 11, 2022, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(16, 11, 2022, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(18, 11, 2022, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(19, 11, 2022, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(20, 11, 2022, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(21, 11, 2022, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(22, 11, 2022, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(23, 11, 2022, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(25, 11, 2022, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(26, 11, 2022, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(27, 11, 2022, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(28, 11, 2022, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(29, 11, 2022, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(30, 11, 2022, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(2, 12, 2022, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(3, 12, 2022, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(4, 12, 2022, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(5, 12, 2022, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(6, 12, 2022, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(7, 12, 2022, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(9, 12, 2022, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(10, 12, 2022, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(11, 12, 2022, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(12, 12, 2022, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(13, 12, 2022, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(14, 12, 2022, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(16, 12, 2022, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(17, 12, 2022, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(18, 12, 2022, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(19, 12, 2022, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(20, 12, 2022, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(21, 12, 2022, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(22, 12, 2022, 'CET')",Ryanair,FR 4708,1:15
Alghero,"(23, 12, 2022, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(24, 12, 2022, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(26, 12, 2022, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(27, 12, 2022, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(28, 12, 2022, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(29, 12, 2022, 'CET')",Ryanair,FR 4708,1:15
Alghero,"(30, 12, 2022, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(31, 12, 2022, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(1, 1, 2023, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(2, 1, 2023, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(3, 1, 2023, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(4, 1, 2023, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(5, 1, 2023, 'CET')",Ryanair,FR 4708,1:15
Alghero,"(6, 1, 2023, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(7, 1, 2023, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(8, 1, 2023, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(9, 1, 2023, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(10, 1, 2023, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(11, 1, 2023, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(13, 1, 2023, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(14, 1, 2023, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(15, 1, 2023, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(16, 1, 2023, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(17, 1, 2023, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(18, 1, 2023, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(20, 1, 2023, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(21, 1, 2023, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(22, 1, 2023, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(23, 1, 2023, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(24, 1, 2023, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(25, 1, 2023, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(27, 1, 2023, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(28, 1, 2023, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(29, 1, 2023, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(30, 1, 2023, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(31, 1, 2023, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(1, 2, 2023, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(3, 2, 2023, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(4, 2, 2023, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(5, 2, 2023, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(6, 2, 2023, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(7, 2, 2023, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(8, 2, 2023, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(10, 2, 2023, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(11, 2, 2023, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(12, 2, 2023, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(13, 2, 2023, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(14, 2, 2023, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(15, 2, 2023, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(17, 2, 2023, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(18, 2, 2023, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(19, 2, 2023, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(20, 2, 2023, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(21, 2, 2023, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(22, 2, 2023, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(24, 2, 2023, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(25, 2, 2023, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(26, 2, 2023, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(27, 2, 2023, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(28, 2, 2023, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(1, 3, 2023, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(3, 3, 2023, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(4, 3, 2023, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(5, 3, 2023, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(6, 3, 2023, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(7, 3, 2023, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(8, 3, 2023, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(10, 3, 2023, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(11, 3, 2023, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(12, 3, 2023, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(13, 3, 2023, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(14, 3, 2023, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(15, 3, 2023, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(17, 3, 2023, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(18, 3, 2023, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(19, 3, 2023, 'NED')",Ryanair,FR 4708,1:15
Alghero,"(20, 3, 2023, 'PON')",Ryanair,FR 4708,1:15
Alghero,"(21, 3, 2023, 'TOR')",Ryanair,FR 4708,1:15
Alghero,"(22, 3, 2023, 'SRE')",Ryanair,FR 4708,1:15
Alghero,"(24, 3, 2023, 'PET')",Ryanair,FR 4708,1:15
Alghero,"(25, 3, 2023, 'SOB')",Ryanair,FR 4708,1:15
Alghero,"(26, 3, 2023, 'NED')",Ryanair,FR 2254,1:15
Alghero,"(27, 3, 2023, 'PON')",Ryanair,FR 2254,1:15
Alghero,"(28, 3, 2023, 'TOR')",Ryanair,FR 2254,1:15
Alghero,"(29, 3, 2023, 'SRE')",Ryanair,FR 2254,1:15
Alghero,"(30, 3, 2023, 'CET')",Ryanair,FR 2254,1:15
Alghero,"(31, 3, 2023, 'PET')",Ryanair,FR 2254,1:15
Alicante,"(1, 11, 2022, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(5, 11, 2022, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(8, 11, 2022, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(12, 11, 2022, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(15, 11, 2022, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(19, 11, 2022, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(22, 11, 2022, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(26, 11, 2022, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(29, 11, 2022, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(3, 12, 2022, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(6, 12, 2022, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(10, 12, 2022, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(13, 12, 2022, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(17, 12, 2022, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(20, 12, 2022, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(22, 12, 2022, 'CET')",Ryanair,FR 3506,2:10
Alicante,"(27, 12, 2022, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(29, 12, 2022, 'CET')",Ryanair,FR 3506,2:10
Alicante,"(31, 12, 2022, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(3, 1, 2023, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(5, 1, 2023, 'CET')",Ryanair,FR 3506,2:10
Alicante,"(7, 1, 2023, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(10, 1, 2023, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(14, 1, 2023, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(17, 1, 2023, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(21, 1, 2023, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(24, 1, 2023, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(28, 1, 2023, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(31, 1, 2023, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(4, 2, 2023, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(7, 2, 2023, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(11, 2, 2023, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(14, 2, 2023, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(18, 2, 2023, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(21, 2, 2023, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(25, 2, 2023, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(28, 2, 2023, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(4, 3, 2023, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(7, 3, 2023, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(11, 3, 2023, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(14, 3, 2023, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(18, 3, 2023, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(21, 3, 2023, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(25, 3, 2023, 'SOB')",Ryanair,FR 3506,2:10
Alicante,"(26, 3, 2023, 'NED')",Ryanair,FR 3506,2:10
Alicante,"(27, 3, 2023, 'PON')",Ryanair,FR 3506,2:10
Alicante,"(28, 3, 2023, 'TOR')",Ryanair,FR 3506,2:10
Alicante,"(29, 3, 2023, 'SRE')",Ryanair,FR 3506,2:10
Alicante,"(30, 3, 2023, 'CET')",Ryanair,FR 3506,2:10
Alicante,"(31, 3, 2023, 'PET')",Ryanair,FR 3506,-22:10
Amman,"(1, 11, 2022, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(4, 11, 2022, 'PET')",Ryanair,FR 3434,5:50
Amman,"(5, 11, 2022, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(6, 11, 2022, 'NED')",Ryanair,FR 3434,5:50
Amman,"(8, 11, 2022, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(11, 11, 2022, 'PET')",Ryanair,FR 3434,5:50
Amman,"(12, 11, 2022, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(13, 11, 2022, 'NED')",Ryanair,FR 3434,5:50
Amman,"(15, 11, 2022, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(18, 11, 2022, 'PET')",Ryanair,FR 3434,5:50
Amman,"(19, 11, 2022, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(20, 11, 2022, 'NED')",Ryanair,FR 3434,5:50
Amman,"(22, 11, 2022, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(25, 11, 2022, 'PET')",Ryanair,FR 3434,5:50
Amman,"(26, 11, 2022, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(27, 11, 2022, 'NED')",Ryanair,FR 3434,5:50
Amman,"(29, 11, 2022, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(2, 12, 2022, 'PET')",Ryanair,FR 3434,5:50
Amman,"(3, 12, 2022, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(4, 12, 2022, 'NED')",Ryanair,FR 3434,5:50
Amman,"(6, 12, 2022, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(9, 12, 2022, 'PET')",Ryanair,FR 3434,5:50
Amman,"(10, 12, 2022, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(11, 12, 2022, 'NED')",Ryanair,FR 3434,5:50
Amman,"(13, 12, 2022, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(16, 12, 2022, 'PET')",Ryanair,FR 3434,5:50
Amman,"(17, 12, 2022, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(18, 12, 2022, 'NED')",Ryanair,FR 3434,5:50
Amman,"(20, 12, 2022, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(21, 12, 2022, 'SRE')",Ryanair,FR 3434,5:50
Amman,"(23, 12, 2022, 'PET')",Ryanair,FR 3434,5:50
Amman,"(24, 12, 2022, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(27, 12, 2022, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(28, 12, 2022, 'SRE')",Ryanair,FR 3434,5:50
Amman,"(30, 12, 2022, 'PET')",Ryanair,FR 3434,5:50
Amman,"(31, 12, 2022, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(1, 1, 2023, 'NED')",Ryanair,FR 3434,5:50
Amman,"(3, 1, 2023, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(4, 1, 2023, 'SRE')",Ryanair,FR 3434,5:50
Amman,"(6, 1, 2023, 'PET')",Ryanair,FR 3434,5:50
Amman,"(7, 1, 2023, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(8, 1, 2023, 'NED')",Ryanair,FR 3434,5:50
Amman,"(10, 1, 2023, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(13, 1, 2023, 'PET')",Ryanair,FR 3434,5:50
Amman,"(14, 1, 2023, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(15, 1, 2023, 'NED')",Ryanair,FR 3434,5:50
Amman,"(17, 1, 2023, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(20, 1, 2023, 'PET')",Ryanair,FR 3434,5:50
Amman,"(21, 1, 2023, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(22, 1, 2023, 'NED')",Ryanair,FR 3434,5:50
Amman,"(24, 1, 2023, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(27, 1, 2023, 'PET')",Ryanair,FR 3434,5:50
Amman,"(28, 1, 2023, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(29, 1, 2023, 'NED')",Ryanair,FR 3434,5:50
Amman,"(31, 1, 2023, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(3, 2, 2023, 'PET')",Ryanair,FR 3434,5:50
Amman,"(4, 2, 2023, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(5, 2, 2023, 'NED')",Ryanair,FR 3434,5:50
Amman,"(7, 2, 2023, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(10, 2, 2023, 'PET')",Ryanair,FR 3434,5:50
Amman,"(11, 2, 2023, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(12, 2, 2023, 'NED')",Ryanair,FR 3434,5:50
Amman,"(14, 2, 2023, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(17, 2, 2023, 'PET')",Ryanair,FR 3434,5:50
Amman,"(18, 2, 2023, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(19, 2, 2023, 'NED')",Ryanair,FR 3434,5:50
Amman,"(21, 2, 2023, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(24, 2, 2023, 'PET')",Ryanair,FR 3434,5:50
Amman,"(25, 2, 2023, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(26, 2, 2023, 'NED')",Ryanair,FR 3434,5:50
Amman,"(28, 2, 2023, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(3, 3, 2023, 'PET')",Ryanair,FR 3434,5:50
Amman,"(4, 3, 2023, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(5, 3, 2023, 'NED')",Ryanair,FR 3434,5:50
Amman,"(7, 3, 2023, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(10, 3, 2023, 'PET')",Ryanair,FR 3434,5:50
Amman,"(11, 3, 2023, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(12, 3, 2023, 'NED')",Ryanair,FR 3434,5:50
Amman,"(14, 3, 2023, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(17, 3, 2023, 'PET')",Ryanair,FR 3434,5:50
Amman,"(18, 3, 2023, 'SOB')",Ryanair,FR 3434,5:50
Amman,"(19, 3, 2023, 'NED')",Ryanair,FR 3434,5:50
Amman,"(21, 3, 2023, 'TOR')",Ryanair,FR 3434,5:50
Amman,"(24, 3, 2023, 'PET')",Ryanair,FR 3434,5:50
Amman,"(25, 3, 2023, 'SOB')",Ryanair,FR 3434,4:50
Amsterdam,"(1, 11, 2022, 'TOR')",EASYJET UK,U2 7952,2:5
Amsterdam,"(4, 11, 2022, 'PET')",EASYJET UK,U2 7952,2:5
Amsterdam,"(6, 11, 2022, 'NED')",EASYJET UK,U2 7952,2:5
Amsterdam,"(7, 11, 2022, 'PON')",EASYJET UK,U2 7952,2:5
Amsterdam,"(11, 11, 2022, 'PET')",EASYJET UK,U2 7952,2:5
Amsterdam,"(13, 11, 2022, 'NED')",EASYJET UK,U2 7952,2:5
Amsterdam,"(14, 11, 2022, 'PON')",EASYJET UK,U2 7952,2:5
Amsterdam,"(18, 11, 2022, 'PET')",EASYJET UK,U2 7952,2:5
Amsterdam,"(20, 11, 2022, 'NED')",EASYJET UK,U2 7952,2:5
Amsterdam,"(21, 11, 2022, 'PON')",EASYJET UK,U2 7952,2:5
Amsterdam,"(25, 11, 2022, 'PET')",EASYJET UK,U2 7952,2:5
Amsterdam,"(27, 11, 2022, 'NED')",EASYJET UK,U2 7952,2:5
Amsterdam,"(28, 11, 2022, 'PON')",EASYJET UK,U2 7952,2:5
Amsterdam,"(2, 12, 2022, 'PET')",EASYJET UK,U2 7952,2:5
Amsterdam,"(4, 12, 2022, 'NED')",EASYJET UK,U2 7952,2:5
Amsterdam,"(5, 12, 2022, 'PON')",EASYJET UK,U2 7952,2:5
Amsterdam,"(6, 12, 2022, 'TOR')",EASYJET UK,U2 7952,2:5
Amsterdam,"(9, 12, 2022, 'PET')",EASYJET UK,U2 7952,2:5
Amsterdam,"(11, 12, 2022, 'NED')",EASYJET UK,U2 7952,2:5
Amsterdam,"(12, 12, 2022, 'PON')",EASYJET UK,U2 7952,2:5
Amsterdam,"(13, 12, 2022, 'TOR')",EASYJET UK,U2 7952,2:5
Amsterdam,"(16, 12, 2022, 'PET')",EASYJET UK,U2 7952,2:5
Amsterdam,"(18, 12, 2022, 'NED')",EASYJET UK,U2 7952,2:5
Amsterdam,"(19, 12, 2022, 'PON')",EASYJET UK,U2 7952,2:5
Amsterdam,"(20, 12, 2022, 'TOR')",EASYJET UK,U2 7952,2:5
Amsterdam,"(23, 12, 2022, 'PET')",EASYJET UK,U2 7952,2:5
Amsterdam,"(26, 12, 2022, 'PON')",EASYJET UK,U2 7952,2:5
Amsterdam,"(27, 12, 2022, 'TOR')",EASYJET UK,U2 7952,2:5
