destinacija,datum,druzba,letalo,cas 
Brussels Charleroi,"(10, 12, 2022, 'SOB')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(11, 12, 2022, 'NED')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(12, 12, 2022, 'PON')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(13, 12, 2022, 'TOR')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(14, 12, 2022, 'SRE')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(15, 12, 2022, 'CET')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(16, 12, 2022, 'PET')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(17, 12, 2022, 'SOB')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(18, 12, 2022, 'NED')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(19, 12, 2022, 'PON')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(20, 12, 2022, 'TOR')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(21, 12, 2022, 'SRE')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(22, 12, 2022, 'CET')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(23, 12, 2022, 'PET')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(24, 12, 2022, 'SOB')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(26, 12, 2022, 'PON')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(27, 12, 2022, 'TOR')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(28, 12, 2022, 'SRE')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(29, 12, 2022, 'CET')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(30, 12, 2022, 'PET')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(31, 12, 2022, 'SOB')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(1, 1, 2023, 'NED')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(2, 1, 2023, 'PON')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(3, 1, 2023, 'TOR')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(4, 1, 2023, 'SRE')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(5, 1, 2023, 'CET')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(6, 1, 2023, 'PET')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(7, 1, 2023, 'SOB')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(8, 1, 2023, 'NED')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(9, 1, 2023, 'PON')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(10, 1, 2023, 'TOR')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(11, 1, 2023, 'SRE')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(12, 1, 2023, 'CET')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(13, 1, 2023, 'PET')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(14, 1, 2023, 'SOB')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(15, 1, 2023, 'NED')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(16, 1, 2023, 'PON')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(17, 1, 2023, 'TOR')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(18, 1, 2023, 'SRE')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(19, 1, 2023, 'CET')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(20, 1, 2023, 'PET')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(21, 1, 2023, 'SOB')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(22, 1, 2023, 'NED')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(23, 1, 2023, 'PON')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(24, 1, 2023, 'TOR')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(25, 1, 2023, 'SRE')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(26, 1, 2023, 'CET')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(27, 1, 2023, 'PET')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(28, 1, 2023, 'SOB')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(29, 1, 2023, 'NED')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(30, 1, 2023, 'PON')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(31, 1, 2023, 'TOR')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(1, 2, 2023, 'SRE')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(2, 2, 2023, 'CET')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(3, 2, 2023, 'PET')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(4, 2, 2023, 'SOB')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(5, 2, 2023, 'NED')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(6, 2, 2023, 'PON')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(7, 2, 2023, 'TOR')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(8, 2, 2023, 'SRE')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(9, 2, 2023, 'CET')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(10, 2, 2023, 'PET')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(11, 2, 2023, 'SOB')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(12, 2, 2023, 'NED')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(13, 2, 2023, 'PON')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(14, 2, 2023, 'TOR')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(15, 2, 2023, 'SRE')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(16, 2, 2023, 'CET')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(17, 2, 2023, 'PET')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(18, 2, 2023, 'SOB')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(19, 2, 2023, 'NED')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(20, 2, 2023, 'PON')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(21, 2, 2023, 'TOR')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(22, 2, 2023, 'SRE')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(23, 2, 2023, 'CET')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(24, 2, 2023, 'PET')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(25, 2, 2023, 'SOB')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(26, 2, 2023, 'NED')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(27, 2, 2023, 'PON')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(28, 2, 2023, 'TOR')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(1, 3, 2023, 'SRE')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(2, 3, 2023, 'CET')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(3, 3, 2023, 'PET')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(4, 3, 2023, 'SOB')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(5, 3, 2023, 'NED')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(6, 3, 2023, 'PON')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(7, 3, 2023, 'TOR')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(8, 3, 2023, 'SRE')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(9, 3, 2023, 'CET')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(10, 3, 2023, 'PET')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(11, 3, 2023, 'SOB')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(12, 3, 2023, 'NED')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(13, 3, 2023, 'PON')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(14, 3, 2023, 'TOR')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(15, 3, 2023, 'SRE')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(16, 3, 2023, 'CET')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(17, 3, 2023, 'PET')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(18, 3, 2023, 'SOB')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(19, 3, 2023, 'NED')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(20, 3, 2023, 'PON')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(21, 3, 2023, 'TOR')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(22, 3, 2023, 'SRE')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(23, 3, 2023, 'CET')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(24, 3, 2023, 'PET')",Ryanair,FR 4527,1:30
Brussels Charleroi,"(25, 3, 2023, 'SOB')",Ryanair,FR 3659,1:30
Brussels Charleroi,"(26, 3, 2023, 'NED')",Ryanair,FR 3659,1:35
Brussels Charleroi,"(27, 3, 2023, 'PON')",Ryanair,FR 3659,1:35
Brussels Charleroi,"(28, 3, 2023, 'TOR')",Ryanair,FR 3659,1:35
Brussels Charleroi,"(29, 3, 2023, 'SRE')",Ryanair,FR 3659,1:35
Brussels Charleroi,"(30, 3, 2023, 'CET')",Ryanair,FR 3659,1:35
Brussels Charleroi,"(31, 3, 2023, 'PET')",Ryanair,FR 3659,1:35
Bucharest Otopeni,"(1, 11, 2022, 'TOR')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(1, 11, 2022, 'TOR')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(2, 11, 2022, 'SRE')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(2, 11, 2022, 'SRE')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(3, 11, 2022, 'CET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(3, 11, 2022, 'CET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(4, 11, 2022, 'PET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(4, 11, 2022, 'PET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(5, 11, 2022, 'SOB')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(5, 11, 2022, 'SOB')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(6, 11, 2022, 'NED')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(6, 11, 2022, 'NED')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(7, 11, 2022, 'PON')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(7, 11, 2022, 'PON')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(8, 11, 2022, 'TOR')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(8, 11, 2022, 'TOR')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(9, 11, 2022, 'SRE')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(9, 11, 2022, 'SRE')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(10, 11, 2022, 'CET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(10, 11, 2022, 'CET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(11, 11, 2022, 'PET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(11, 11, 2022, 'PET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(12, 11, 2022, 'SOB')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(12, 11, 2022, 'SOB')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(13, 11, 2022, 'NED')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(13, 11, 2022, 'NED')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(14, 11, 2022, 'PON')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(14, 11, 2022, 'PON')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(15, 11, 2022, 'TOR')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(15, 11, 2022, 'TOR')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(16, 11, 2022, 'SRE')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(16, 11, 2022, 'SRE')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(17, 11, 2022, 'CET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(17, 11, 2022, 'CET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(18, 11, 2022, 'PET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(18, 11, 2022, 'PET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(19, 11, 2022, 'SOB')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(19, 11, 2022, 'SOB')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(20, 11, 2022, 'NED')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(20, 11, 2022, 'NED')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(21, 11, 2022, 'PON')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(21, 11, 2022, 'PON')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(22, 11, 2022, 'TOR')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(22, 11, 2022, 'TOR')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(23, 11, 2022, 'SRE')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(23, 11, 2022, 'SRE')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(24, 11, 2022, 'CET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(24, 11, 2022, 'CET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(25, 11, 2022, 'PET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(25, 11, 2022, 'PET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(26, 11, 2022, 'SOB')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(26, 11, 2022, 'SOB')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(27, 11, 2022, 'NED')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(27, 11, 2022, 'NED')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(28, 11, 2022, 'PON')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(28, 11, 2022, 'PON')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(29, 11, 2022, 'TOR')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(29, 11, 2022, 'TOR')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(30, 11, 2022, 'SRE')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(30, 11, 2022, 'SRE')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(1, 12, 2022, 'CET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(1, 12, 2022, 'CET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(2, 12, 2022, 'PET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(2, 12, 2022, 'PET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(3, 12, 2022, 'SOB')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(3, 12, 2022, 'SOB')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(4, 12, 2022, 'NED')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(4, 12, 2022, 'NED')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(5, 12, 2022, 'PON')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(5, 12, 2022, 'PON')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(6, 12, 2022, 'TOR')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(6, 12, 2022, 'TOR')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(7, 12, 2022, 'SRE')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(7, 12, 2022, 'SRE')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(8, 12, 2022, 'CET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(8, 12, 2022, 'CET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(9, 12, 2022, 'PET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(9, 12, 2022, 'PET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(10, 12, 2022, 'SOB')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(10, 12, 2022, 'SOB')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(11, 12, 2022, 'NED')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(11, 12, 2022, 'NED')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(12, 12, 2022, 'PON')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(12, 12, 2022, 'PON')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(13, 12, 2022, 'TOR')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(13, 12, 2022, 'TOR')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(14, 12, 2022, 'SRE')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(14, 12, 2022, 'SRE')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(15, 12, 2022, 'CET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(15, 12, 2022, 'CET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(16, 12, 2022, 'PET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(16, 12, 2022, 'PET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(17, 12, 2022, 'SOB')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(17, 12, 2022, 'SOB')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(18, 12, 2022, 'NED')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(18, 12, 2022, 'NED')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(19, 12, 2022, 'PON')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(19, 12, 2022, 'PON')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(20, 12, 2022, 'TOR')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(20, 12, 2022, 'TOR')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(21, 12, 2022, 'SRE')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(21, 12, 2022, 'SRE')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(22, 12, 2022, 'CET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(22, 12, 2022, 'CET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(23, 12, 2022, 'PET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(23, 12, 2022, 'PET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(24, 12, 2022, 'SOB')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(24, 12, 2022, 'SOB')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(25, 12, 2022, 'NED')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(26, 12, 2022, 'PON')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(26, 12, 2022, 'PON')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(27, 12, 2022, 'TOR')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(27, 12, 2022, 'TOR')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(28, 12, 2022, 'SRE')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(28, 12, 2022, 'SRE')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(29, 12, 2022, 'CET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(29, 12, 2022, 'CET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(30, 12, 2022, 'PET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(30, 12, 2022, 'PET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(31, 12, 2022, 'SOB')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(31, 12, 2022, 'SOB')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(1, 1, 2023, 'NED')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(1, 1, 2023, 'NED')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(2, 1, 2023, 'PON')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(2, 1, 2023, 'PON')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(3, 1, 2023, 'TOR')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(3, 1, 2023, 'TOR')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(4, 1, 2023, 'SRE')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(4, 1, 2023, 'SRE')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(5, 1, 2023, 'CET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(5, 1, 2023, 'CET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(6, 1, 2023, 'PET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(6, 1, 2023, 'PET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(7, 1, 2023, 'SOB')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(7, 1, 2023, 'SOB')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(8, 1, 2023, 'NED')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(8, 1, 2023, 'NED')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(9, 1, 2023, 'PON')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(9, 1, 2023, 'PON')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(10, 1, 2023, 'TOR')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(10, 1, 2023, 'TOR')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(11, 1, 2023, 'SRE')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(11, 1, 2023, 'SRE')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(12, 1, 2023, 'CET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(12, 1, 2023, 'CET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(13, 1, 2023, 'PET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(13, 1, 2023, 'PET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(14, 1, 2023, 'SOB')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(14, 1, 2023, 'SOB')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(15, 1, 2023, 'NED')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(15, 1, 2023, 'NED')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(16, 1, 2023, 'PON')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(16, 1, 2023, 'PON')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(17, 1, 2023, 'TOR')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(17, 1, 2023, 'TOR')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(18, 1, 2023, 'SRE')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(18, 1, 2023, 'SRE')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(19, 1, 2023, 'CET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(19, 1, 2023, 'CET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(20, 1, 2023, 'PET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(20, 1, 2023, 'PET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(21, 1, 2023, 'SOB')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(21, 1, 2023, 'SOB')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(22, 1, 2023, 'NED')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(22, 1, 2023, 'NED')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(23, 1, 2023, 'PON')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(23, 1, 2023, 'PON')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(24, 1, 2023, 'TOR')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(24, 1, 2023, 'TOR')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(25, 1, 2023, 'SRE')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(25, 1, 2023, 'SRE')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(26, 1, 2023, 'CET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(26, 1, 2023, 'CET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(27, 1, 2023, 'PET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(27, 1, 2023, 'PET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(28, 1, 2023, 'SOB')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(28, 1, 2023, 'SOB')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(29, 1, 2023, 'NED')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(29, 1, 2023, 'NED')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(30, 1, 2023, 'PON')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(30, 1, 2023, 'PON')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(31, 1, 2023, 'TOR')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(31, 1, 2023, 'TOR')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(1, 2, 2023, 'SRE')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(1, 2, 2023, 'SRE')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(2, 2, 2023, 'CET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(2, 2, 2023, 'CET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(3, 2, 2023, 'PET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(3, 2, 2023, 'PET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(4, 2, 2023, 'SOB')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(4, 2, 2023, 'SOB')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(5, 2, 2023, 'NED')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(5, 2, 2023, 'NED')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(6, 2, 2023, 'PON')",Ryanair,FR 6078,3:10
Bucharest Otopeni,"(6, 2, 2023, 'PON')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(7, 2, 2023, 'TOR')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(7, 2, 2023, 'TOR')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(8, 2, 2023, 'SRE')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(8, 2, 2023, 'SRE')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(9, 2, 2023, 'CET')",Wizz Air,W6 3132,3:20
Bucharest Otopeni,"(9, 2, 2023, 'CET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(10, 2, 2023, 'PET')",Ryanair,FR 3772,3:10
Bucharest Otopeni,"(10, 2, 2023, 'PET')",Wizz Air,W6 3132,3:20
