id,destinacija,datum,dan,cas 
v3108,Dubai,22/11/2022,TOR,8:45
v3109,Dubai,24/11/2022,CET,8:45
v3110,Dubai,26/11/2022,SOB,8:45
v3111,Dubai,27/11/2022,NED,8:45
v3112,Dubai,28/11/2022,PON,8:45
v3113,Dubai,29/11/2022,TOR,8:45
v3114,Dubai,1/12/2022,CET,8:45
v3115,Dubai,2/12/2022,PET,8:45
v3116,Dubai,3/12/2022,SOB,8:45
v3117,Dubai,4/12/2022,NED,8:45
v3118,Dubai,5/12/2022,PON,8:45
v3119,Dubai,6/12/2022,TOR,8:45
v3120,Dubai,7/12/2022,SRE,8:45
v3121,Dubai,8/12/2022,CET,8:45
v3122,Dubai,9/12/2022,PET,8:45
v3123,Dubai,10/12/2022,SOB,8:45
v3124,Dubai,11/12/2022,NED,8:45
v3125,Dubai,12/12/2022,PON,8:45
v3126,Dubai,13/12/2022,TOR,8:45
v3127,Dubai,14/12/2022,SRE,8:45
v3128,Dubai,15/12/2022,CET,8:45
v3129,Dubai,16/12/2022,PET,8:45
v3130,Dubai,17/12/2022,SOB,8:45
v3131,Dubai,18/12/2022,NED,8:45
v3132,Dubai,19/12/2022,PON,8:45
v3133,Dubai,20/12/2022,TOR,8:45
v3134,Dubai,21/12/2022,SRE,8:45
v3135,Dubai,22/12/2022,CET,8:45
v3136,Dubai,23/12/2022,PET,8:45
v3137,Dubai,24/12/2022,SOB,8:45
v3138,Dubai,25/12/2022,NED,8:45
v3139,Dubai,26/12/2022,PON,8:45
v3140,Dubai,27/12/2022,TOR,8:45
v3141,Dubai,28/12/2022,SRE,8:45
v3142,Dubai,29/12/2022,CET,8:45
v3143,Dubai,30/12/2022,PET,8:45
v3144,Dubai,31/12/2022,SOB,8:45
v3145,Dubai,1/1/2023,NED,8:45
v3146,Dubai,2/1/2023,PON,8:45
v3147,Dubai,3/1/2023,TOR,8:45
v3148,Dubai,4/1/2023,SRE,8:45
v3149,Dubai,5/1/2023,CET,8:45
v3150,Dubai,6/1/2023,PET,8:45
v3151,Dubai,7/1/2023,SOB,8:45
v3152,Dubai,8/1/2023,NED,8:45
v3153,Dubai,9/1/2023,PON,8:45
v3154,Dubai,10/1/2023,TOR,8:45
v3155,Dubai,11/1/2023,SRE,8:45
v3156,Dubai,12/1/2023,CET,8:45
v3157,Dubai,13/1/2023,PET,8:45
v3158,Dubai,14/1/2023,SOB,8:45
v3159,Dubai,15/1/2023,NED,8:45
v3160,Dubai,16/1/2023,PON,8:45
v3161,Dubai,17/1/2023,TOR,8:45
v3162,Dubai,18/1/2023,SRE,8:45
v3163,Dubai,19/1/2023,CET,8:45
v3164,Dubai,20/1/2023,PET,8:45
v3165,Dubai,21/1/2023,SOB,8:45
v3166,Dubai,22/1/2023,NED,8:45
v3167,Dubai,23/1/2023,PON,8:45
v3168,Dubai,24/1/2023,TOR,8:45
v3169,Dubai,25/1/2023,SRE,8:45
v3170,Dubai,26/1/2023,CET,8:45
v3171,Dubai,27/1/2023,PET,8:45
v3172,Dubai,28/1/2023,SOB,8:45
v3173,Dubai,29/1/2023,NED,8:45
v3174,Dubai,30/1/2023,PON,8:45
v3175,Dubai,31/1/2023,TOR,8:45
v3176,Dubai,1/2/2023,SRE,8:45
v3177,Dubai,2/2/2023,CET,8:45
v3178,Dubai,3/2/2023,PET,8:45
v3179,Dubai,4/2/2023,SOB,8:45
v3180,Dubai,5/2/2023,NED,8:45
v3181,Dubai,6/2/2023,PON,8:45
v3182,Dubai,7/2/2023,TOR,8:45
v3183,Dubai,8/2/2023,SRE,8:45
v3184,Dubai,9/2/2023,CET,8:45
v3185,Dubai,10/2/2023,PET,8:45
v3186,Dubai,11/2/2023,SOB,8:45
v3187,Dubai,12/2/2023,NED,8:45
v3188,Dubai,13/2/2023,PON,8:45
v3189,Dubai,14/2/2023,TOR,8:45
v3190,Dubai,15/2/2023,SRE,8:45
v3191,Dubai,16/2/2023,CET,8:45
v3192,Dubai,17/2/2023,PET,8:45
v3193,Dubai,18/2/2023,SOB,8:45
v3194,Dubai,19/2/2023,NED,8:45
v3195,Dubai,20/2/2023,PON,8:45
v3196,Dubai,21/2/2023,TOR,8:45
v3197,Dubai,22/2/2023,SRE,8:45
v3198,Dubai,23/2/2023,CET,8:45
v3199,Dubai,24/2/2023,PET,8:45
v3200,Dubai,25/2/2023,SOB,8:45
v3201,Dubai,26/2/2023,NED,8:45
v3202,Dubai,27/2/2023,PON,8:45
v3203,Dubai,28/2/2023,TOR,8:45
v3204,Dubai,1/3/2023,SRE,8:45
v3205,Dubai,2/3/2023,CET,8:45
v3206,Dubai,3/3/2023,PET,8:45
v3207,Dubai,4/3/2023,SOB,8:45
v3208,Dubai,5/3/2023,NED,8:45
v3209,Dubai,6/3/2023,PON,8:45
v3210,Dubai,7/3/2023,TOR,8:45
v3211,Dubai,8/3/2023,SRE,8:45
v3212,Dubai,9/3/2023,CET,8:45
v3213,Dubai,10/3/2023,PET,8:45
v3214,Dubai,11/3/2023,SOB,8:45
v3215,Dubai,12/3/2023,NED,8:45
v3216,Dubai,13/3/2023,PON,8:45
v3217,Dubai,14/3/2023,TOR,8:45
v3218,Dubai,15/3/2023,SRE,8:45
v3219,Dubai,16/3/2023,CET,8:45
v3220,Dubai,17/3/2023,PET,8:45
v3221,Dubai,18/3/2023,SOB,8:45
v3222,Dubai,19/3/2023,NED,8:45
v3223,Dubai,20/3/2023,PON,8:45
v3224,Dubai,21/3/2023,TOR,8:45
v3225,Dubai,22/3/2023,SRE,8:45
v3226,Dubai,23/3/2023,CET,8:45
v3227,Dubai,24/3/2023,PET,8:45
v3228,Dubai,25/3/2023,SOB,8:45
v3229,Dublin,1/11/2022,TOR,1:40
v3230,Dublin,8/11/2022,TOR,1:40
v3231,Dublin,15/11/2022,TOR,1:40
v3232,Dublin,22/11/2022,TOR,1:40
v3233,Dublin,29/11/2022,TOR,1:40
v3234,Dublin,6/12/2022,TOR,1:40
v3235,Dublin,13/12/2022,TOR,1:40
v3236,Dublin,20/12/2022,TOR,1:40
v3237,Dublin,1/11/2022,TOR,1:40
v3238,Dublin,8/11/2022,TOR,1:40
v3239,Dublin,15/11/2022,TOR,1:40
v3240,Dublin,22/11/2022,TOR,1:40
v3241,Dublin,29/11/2022,TOR,1:40
v3242,Dublin,6/12/2022,TOR,1:40
v3243,Dublin,13/12/2022,TOR,1:40
v3244,Dublin,20/12/2022,TOR,1:40
v3245,Dublin,27/12/2022,TOR,1:40
v3246,Dublin,3/1/2023,TOR,1:40
v3247,Dublin,10/1/2023,TOR,1:40
v3248,Dublin,17/1/2023,TOR,1:40
v3249,Dublin,24/1/2023,TOR,1:40
v3250,Dublin,31/1/2023,TOR,1:40
v3251,Dublin,7/2/2023,TOR,1:40
v3252,Dublin,14/2/2023,TOR,1:40
v3253,Dublin,21/2/2023,TOR,1:40
v3254,Dublin,28/2/2023,TOR,1:40
v3255,Dublin,7/3/2023,TOR,1:40
v3256,Dublin,14/3/2023,TOR,1:40
v3257,Dublin,21/3/2023,TOR,1:40
v3258,Dublin,6/11/2022,NED,1:40
v3259,Dublin,13/11/2022,NED,1:40
v3260,Dublin,20/11/2022,NED,1:40
v3261,Dublin,27/11/2022,NED,1:40
v3262,Dublin,4/12/2022,NED,1:40
v3263,Dublin,11/12/2022,NED,1:40
v3264,Dublin,18/12/2022,NED,1:40
v3265,Dublin,2/11/2022,SRE,1:40
v3266,Dublin,9/11/2022,SRE,1:40
v3267,Dublin,16/11/2022,SRE,1:40
v3268,Dublin,23/11/2022,SRE,1:40
v3269,Dublin,30/11/2022,SRE,1:40
v3270,Dublin,7/12/2022,SRE,1:40
v3271,Dublin,14/12/2022,SRE,1:40
v3272,Dublin,21/12/2022,SRE,1:40
v3273,Dublin,28/12/2022,SRE,1:40
v3274,Dublin,4/1/2023,SRE,1:40
v3275,Dublin,11/1/2023,SRE,1:40
v3276,Dublin,18/1/2023,SRE,1:40
v3277,Dublin,25/1/2023,SRE,1:40
v3278,Dublin,1/2/2023,SRE,1:40
v3279,Dublin,8/2/2023,SRE,1:40
v3280,Dublin,15/2/2023,SRE,1:40
v3281,Dublin,22/2/2023,SRE,1:40
v3282,Dublin,1/3/2023,SRE,1:40
v3283,Dublin,8/3/2023,SRE,1:40
v3284,Dublin,15/3/2023,SRE,1:40
v3285,Dublin,22/3/2023,SRE,1:40
v3286,Dublin,4/11/2022,PET,1:40
v3287,Dublin,11/11/2022,PET,1:40
v3288,Dublin,18/11/2022,PET,1:40
v3289,Dublin,25/11/2022,PET,1:40
v3290,Dublin,2/12/2022,PET,1:40
v3291,Dublin,9/12/2022,PET,1:40
v3292,Dublin,16/12/2022,PET,1:40
v3293,Dublin,23/12/2022,PET,1:40
v3294,Dublin,30/12/2022,PET,1:40
v3295,Dublin,6/1/2023,PET,1:40
v3296,Dublin,13/1/2023,PET,1:40
v3297,Dublin,20/1/2023,PET,1:40
v3298,Dublin,27/1/2023,PET,1:40
v3299,Dublin,3/2/2023,PET,1:40
v3300,Dublin,10/2/2023,PET,1:40
v3301,Dublin,17/2/2023,PET,1:40
v3302,Dublin,24/2/2023,PET,1:40
v3303,Dublin,3/3/2023,PET,1:40
v3304,Dublin,10/3/2023,PET,1:40
v3305,Dublin,17/3/2023,PET,1:40
v3306,Dublin,24/3/2023,PET,1:40
v3307,Dublin,3/11/2022,CET,1:40
v3308,Dublin,10/11/2022,CET,1:40
v3309,Dublin,17/11/2022,CET,1:40
v3310,Dublin,24/11/2022,CET,1:40
v3311,Dublin,1/12/2022,CET,1:40
v3312,Dublin,8/12/2022,CET,1:40
v3313,Dublin,15/12/2022,CET,1:40
v3314,Dublin,22/12/2022,CET,1:40
v3315,Dublin,29/12/2022,CET,1:40
v3316,Dublin,5/1/2023,CET,1:40
v3317,Dublin,12/1/2023,CET,1:40
v3318,Dublin,19/1/2023,CET,1:40
v3319,Dublin,26/1/2023,CET,1:40
v3320,Dublin,2/2/2023,CET,1:40
v3321,Dublin,9/2/2023,CET,1:40
v3322,Dublin,16/2/2023,CET,1:40
v3323,Dublin,23/2/2023,CET,1:40
v3324,Dublin,2/3/2023,CET,1:40
v3325,Dublin,9/3/2023,CET,1:40
v3326,Dublin,16/3/2023,CET,1:40
v3327,Dublin,23/3/2023,CET,1:40
v3328,Dublin,5/11/2022,SOB,1:40
v3329,Dublin,12/11/2022,SOB,1:40
v3330,Dublin,19/11/2022,SOB,1:40
v3331,Dublin,26/11/2022,SOB,1:40
v3332,Dublin,3/12/2022,SOB,1:40
v3333,Dublin,10/12/2022,SOB,1:40
v3334,Dublin,17/12/2022,SOB,1:40
v3335,Dublin,24/12/2022,SOB,1:40
v3336,Dublin,31/12/2022,SOB,1:40
v3337,Dublin,7/1/2023,SOB,1:40
v3338,Dublin,5/11/2022,SOB,1:40
v3339,Dublin,12/11/2022,SOB,1:40
v3340,Dublin,19/11/2022,SOB,1:40
v3341,Dublin,26/11/2022,SOB,1:40
v3342,Dublin,3/12/2022,SOB,1:40
v3343,Dublin,10/12/2022,SOB,1:40
v3344,Dublin,17/12/2022,SOB,1:40
v3345,Dublin,7/11/2022,PON,1:40
v3346,Dublin,14/11/2022,PON,1:40
v3347,Dublin,21/11/2022,PON,1:40
v3348,Dublin,28/11/2022,PON,1:40
v3349,Dublin,5/12/2022,PON,1:40
v3350,Dublin,12/12/2022,PON,1:40
v3351,Dublin,19/12/2022,PON,1:40
v3352,Dublin,26/12/2022,PON,1:40
v3353,Dublin,2/1/2023,PON,1:40
v3354,Dublin,9/1/2023,PON,1:40
v3355,Dublin,16/1/2023,PON,1:40
v3356,Dublin,23/1/2023,PON,1:40
v3357,Dublin,30/1/2023,PON,1:40
v3358,Dublin,6/2/2023,PON,1:40
v3359,Dublin,13/2/2023,PON,1:40
v3360,Dublin,20/2/2023,PON,1:40
v3361,Dublin,27/2/2023,PON,1:40
v3362,Dublin,6/3/2023,PON,1:40
v3363,Dublin,13/3/2023,PON,1:40
v3364,Dublin,20/3/2023,PON,1:40
v3365,Dublin,27/12/2022,TOR,1:40
v3366,Dublin,3/1/2023,TOR,1:40
v3367,Dublin,10/1/2023,TOR,1:40
v3368,Dublin,31/12/2022,SOB,1:40
v3369,Dublin,7/1/2023,SOB,1:40
v3370,Dublin,14/1/2023,SOB,1:40
v3371,Dublin,21/1/2023,SOB,1:40
v3372,Dublin,28/1/2023,SOB,1:40
v3373,Dublin,4/2/2023,SOB,1:40
v3374,Dublin,11/2/2023,SOB,1:40
v3375,Dublin,18/2/2023,SOB,1:40
v3376,Dublin,25/2/2023,SOB,1:40
v3377,Dublin,4/3/2023,SOB,1:40
v3378,Dublin,11/3/2023,SOB,1:40
v3379,Dublin,18/3/2023,SOB,1:40
v3380,Dublin,25/3/2023,SOB,1:40
v3381,Dublin,1/1/2023,NED,1:40
v3382,Dublin,8/1/2023,NED,1:40
v3383,Dublin,15/1/2023,NED,1:40
v3384,Dublin,22/1/2023,NED,1:40
v3385,Dublin,29/1/2023,NED,1:40
v3386,Dublin,5/2/2023,NED,1:40
v3387,Dublin,12/2/2023,NED,1:40
v3388,Dublin,19/2/2023,NED,1:40
v3389,Dublin,26/2/2023,NED,1:40
v3390,Dublin,5/3/2023,NED,1:40
v3391,Dublin,12/3/2023,NED,1:40
v3392,Dublin,19/3/2023,NED,1:40
v3393,Dublin,11/2/2023,SOB,1:40
v3394,Dublin,18/2/2023,SOB,1:40
v3395,Dublin,25/2/2023,SOB,1:40
v3396,Dublin,4/3/2023,SOB,1:40
v3397,Dublin,11/3/2023,SOB,1:40
v3398,Dublin,18/3/2023,SOB,1:40
v3399,Dublin,25/3/2023,SOB,1:40
v3400,Dublin,14/2/2023,TOR,1:40
v3401,Dublin,21/2/2023,TOR,1:40
v3402,Dublin,28/2/2023,TOR,1:40
v3403,Dublin,7/3/2023,TOR,1:40
v3404,Dublin,14/3/2023,TOR,1:40
v3405,Dublin,21/3/2023,TOR,1:40
v3406,Dusseldorf,4/11/2022,PET,1:35
v3407,Dusseldorf,11/11/2022,PET,1:35
v3408,Dusseldorf,18/11/2022,PET,1:35
v3409,Dusseldorf,25/11/2022,PET,1:35
v3410,Dusseldorf,2/12/2022,PET,1:35
v3411,Dusseldorf,9/12/2022,PET,1:35
v3412,Dusseldorf,16/12/2022,PET,1:35
v3413,Dusseldorf,23/12/2022,PET,1:35
v3414,Dusseldorf,30/12/2022,PET,1:35
v3415,Dusseldorf,6/1/2023,PET,1:35
v3416,Dusseldorf,6/11/2022,NED,1:35
v3417,Dusseldorf,13/11/2022,NED,1:35
v3418,Dusseldorf,20/11/2022,NED,1:35
v3419,Dusseldorf,27/11/2022,NED,1:35
v3420,Dusseldorf,4/12/2022,NED,1:35
v3421,Dusseldorf,11/12/2022,NED,1:35
v3422,Dusseldorf,18/12/2022,NED,1:35
v3423,Dusseldorf,25/12/2022,NED,1:35
v3424,Dusseldorf,1/1/2023,NED,1:35
v3425,Dusseldorf,8/1/2023,NED,1:35
v3426,Dusseldorf,17/2/2023,PET,1:35
v3427,Dusseldorf,24/2/2023,PET,1:35
v3428,Dusseldorf,3/3/2023,PET,1:35
v3429,Dusseldorf,10/3/2023,PET,1:35
v3430,Dusseldorf,17/3/2023,PET,1:35
v3431,Dusseldorf,24/3/2023,PET,1:35
v3432,Dusseldorf,19/2/2023,NED,1:35
v3433,Dusseldorf,26/2/2023,NED,1:35
v3434,Dusseldorf,5/3/2023,NED,1:35
v3435,Dusseldorf,12/3/2023,NED,1:35
v3436,Dusseldorf,19/3/2023,NED,1:35
v3437,Erevan,12/1/2023,CET,12:30
v3438,Erevan,19/1/2023,CET,12:30
v3439,Erevan,26/1/2023,CET,12:30
v3440,Erevan,2/2/2023,CET,12:30
v3441,Erevan,9/2/2023,CET,12:30
v3442,Erevan,16/2/2023,CET,12:30
v3443,Erevan,23/2/2023,CET,12:30
v3444,Erevan,2/3/2023,CET,12:30
v3445,Erevan,9/3/2023,CET,12:30
v3446,Erevan,16/3/2023,CET,12:30
v3447,Erevan,23/3/2023,CET,12:30
v3448,Erevan,14/1/2023,SOB,17:50
v3449,Erevan,21/1/2023,SOB,17:50
v3450,Erevan,28/1/2023,SOB,17:50
v3451,Erevan,4/2/2023,SOB,17:50
v3452,Erevan,11/2/2023,SOB,17:50
v3453,Erevan,18/2/2023,SOB,17:50
v3454,Erevan,25/2/2023,SOB,17:50
v3455,Erevan,4/3/2023,SOB,17:50
v3456,Erevan,11/3/2023,SOB,17:50
v3457,Erevan,18/3/2023,SOB,17:50
v3458,Erevan,25/3/2023,SOB,17:50
v3459,Frankfurt,6/11/2022,NED,1:30
v3460,Frankfurt,13/11/2022,NED,1:30
v3461,Frankfurt,20/11/2022,NED,1:30
v3462,Frankfurt,27/11/2022,NED,1:30
v3463,Frankfurt,4/12/2022,NED,1:30
v3464,Frankfurt,11/12/2022,NED,1:30
v3465,Frankfurt,18/12/2022,NED,1:30
v3466,Frankfurt,25/12/2022,NED,1:30
v3467,Frankfurt,6/11/2022,NED,1:30
v3468,Frankfurt,11/11/2022,PET,1:30
v3469,Frankfurt,12/11/2022,SOB,1:30
v3470,Frankfurt,13/11/2022,NED,1:30
v3471,Frankfurt,9/11/2022,SRE,1:30
v3472,Frankfurt,12/11/2022,SOB,1:30
v3473,Frankfurt,16/11/2022,SRE,1:30
v3474,Frankfurt,19/11/2022,SOB,1:30
v3475,Frankfurt,23/11/2022,SRE,1:30
v3476,Frankfurt,26/11/2022,SOB,1:30
v3477,Frankfurt,30/11/2022,SRE,1:30
v3478,Frankfurt,3/12/2022,SOB,1:30
v3479,Frankfurt,7/12/2022,SRE,1:30
v3480,Frankfurt,10/12/2022,SOB,1:30
v3481,Frankfurt,14/12/2022,SRE,1:30
v3482,Frankfurt,17/12/2022,SOB,1:30
v3483,Frankfurt,21/12/2022,SRE,1:30
v3484,Frankfurt,24/12/2022,SOB,1:30
v3485,Frankfurt,28/12/2022,SRE,1:30
v3486,Frankfurt,31/12/2022,SOB,1:30
v3487,Frankfurt,4/1/2023,SRE,1:30
v3488,Frankfurt,7/1/2023,SOB,1:30
v3489,Frankfurt,11/1/2023,SRE,1:30
v3490,Frankfurt,14/1/2023,SOB,1:30
v3491,Frankfurt,18/1/2023,SRE,1:30
v3492,Frankfurt,21/1/2023,SOB,1:30
v3493,Frankfurt,25/1/2023,SRE,1:30
v3494,Frankfurt,28/1/2023,SOB,1:30
v3495,Frankfurt,1/2/2023,SRE,1:30
v3496,Frankfurt,4/2/2023,SOB,1:30
v3497,Frankfurt,8/2/2023,SRE,1:30
v3498,Frankfurt,11/2/2023,SOB,1:30
v3499,Frankfurt,15/2/2023,SRE,1:30
v3500,Frankfurt,18/2/2023,SOB,1:30
v3501,Frankfurt,22/2/2023,SRE,1:30
v3502,Frankfurt,25/2/2023,SOB,1:30
v3503,Frankfurt,1/3/2023,SRE,1:30
v3504,Frankfurt,4/3/2023,SOB,1:30
v3505,Frankfurt,8/3/2023,SRE,1:30
v3506,Frankfurt,11/3/2023,SOB,1:30
v3507,Frankfurt,15/3/2023,SRE,1:30
v3508,Frankfurt,18/3/2023,SOB,1:30
v3509,Frankfurt,22/3/2023,SRE,1:30
v3510,Frankfurt,25/3/2023,SOB,1:30
v3511,Frankfurt,6/11/2022,NED,1:30
v3512,Frankfurt,6/11/2022,NED,1:30
v3513,Frankfurt,7/11/2022,PON,1:30
v3514,Frankfurt,7/11/2022,PON,1:30
v3515,Frankfurt,7/11/2022,PON,1:30
v3516,Frankfurt,7/11/2022,PON,1:30
v3517,Frankfurt,10/11/2022,CET,1:30
v3518,Frankfurt,8/11/2022,TOR,1:30
v3519,Frankfurt,13/11/2022,NED,1:30
v3520,Frankfurt,20/11/2022,NED,1:30
v3521,Frankfurt,27/11/2022,NED,1:30
v3522,Frankfurt,4/12/2022,NED,1:30
v3523,Frankfurt,11/12/2022,NED,1:30
v3524,Frankfurt,18/12/2022,NED,1:30
v3525,Frankfurt,8/11/2022,TOR,1:30
v3526,Frankfurt,9/11/2022,SRE,1:30
v3527,Frankfurt,9/11/2022,SRE,1:30
v3528,Frankfurt,9/11/2022,SRE,1:30
v3529,Frankfurt,10/11/2022,CET,1:30
v3530,Frankfurt,16/11/2022,SRE,1:30
v3531,Frankfurt,23/11/2022,SRE,1:30
v3532,Frankfurt,30/11/2022,SRE,1:30
v3533,Frankfurt,7/12/2022,SRE,1:30
v3534,Frankfurt,14/12/2022,SRE,1:30
v3535,Frankfurt,21/12/2022,SRE,1:30
v3536,Frankfurt,28/12/2022,SRE,1:30
v3537,Frankfurt,4/1/2023,SRE,1:30
v3538,Frankfurt,13/11/2022,NED,1:30
v3539,Frankfurt,20/11/2022,NED,1:30
v3540,Frankfurt,27/11/2022,NED,1:30
v3541,Frankfurt,4/12/2022,NED,1:30
v3542,Frankfurt,11/12/2022,NED,1:30
v3543,Frankfurt,18/12/2022,NED,1:30
v3544,Frankfurt,25/12/2022,NED,1:30
v3545,Frankfurt,11/11/2022,PET,1:30
v3546,Frankfurt,13/11/2022,NED,1:30
v3547,Frankfurt,14/11/2022,PON,1:30
v3548,Frankfurt,18/11/2022,PET,1:30
v3549,Frankfurt,20/11/2022,NED,1:30
v3550,Frankfurt,21/11/2022,PON,1:30
v3551,Frankfurt,25/11/2022,PET,1:30
v3552,Frankfurt,27/11/2022,NED,1:30
v3553,Frankfurt,28/11/2022,PON,1:30
v3554,Frankfurt,2/12/2022,PET,1:30
v3555,Frankfurt,4/12/2022,NED,1:30
v3556,Frankfurt,5/12/2022,PON,1:30
v3557,Frankfurt,9/12/2022,PET,1:30
v3558,Frankfurt,11/12/2022,NED,1:30
v3559,Frankfurt,12/12/2022,PON,1:30
v3560,Frankfurt,16/12/2022,PET,1:30
v3561,Frankfurt,18/12/2022,NED,1:30
v3562,Frankfurt,19/12/2022,PON,1:30
v3563,Frankfurt,23/12/2022,PET,1:30
v3564,Frankfurt,25/12/2022,NED,1:30
v3565,Frankfurt,26/12/2022,PON,1:30
v3566,Frankfurt,30/12/2022,PET,1:30
v3567,Frankfurt,1/1/2023,NED,1:30
v3568,Frankfurt,2/1/2023,PON,1:30
v3569,Frankfurt,6/1/2023,PET,1:30
v3570,Frankfurt,11/11/2022,PET,1:30
v3571,Frankfurt,14/11/2022,PON,1:30
v3572,Frankfurt,15/11/2022,TOR,1:30
v3573,Frankfurt,17/11/2022,CET,1:30
v3574,Frankfurt,18/11/2022,PET,1:30
v3575,Frankfurt,21/11/2022,PON,1:30
v3576,Frankfurt,22/11/2022,TOR,1:30
v3577,Frankfurt,24/11/2022,CET,1:30
v3578,Frankfurt,25/11/2022,PET,1:30
v3579,Frankfurt,28/11/2022,PON,1:30
v3580,Frankfurt,29/11/2022,TOR,1:30
v3581,Frankfurt,1/12/2022,CET,1:30
v3582,Frankfurt,2/12/2022,PET,1:30
v3583,Frankfurt,5/12/2022,PON,1:30
v3584,Frankfurt,6/12/2022,TOR,1:30
v3585,Frankfurt,8/12/2022,CET,1:30
v3586,Frankfurt,9/12/2022,PET,1:30
v3587,Frankfurt,12/12/2022,PON,1:30
v3588,Frankfurt,13/12/2022,TOR,1:30
v3589,Frankfurt,15/12/2022,CET,1:30
v3590,Frankfurt,16/12/2022,PET,1:30
v3591,Frankfurt,19/12/2022,PON,1:30
v3592,Frankfurt,20/12/2022,TOR,1:30
v3593,Frankfurt,22/12/2022,CET,1:30
v3594,Frankfurt,23/12/2022,PET,1:30
v3595,Frankfurt,26/12/2022,PON,1:30
v3596,Frankfurt,27/12/2022,TOR,1:30
v3597,Frankfurt,29/12/2022,CET,1:30
v3598,Frankfurt,30/12/2022,PET,1:30
v3599,Frankfurt,2/1/2023,PON,1:30
v3600,Frankfurt,3/1/2023,TOR,1:30
v3601,Frankfurt,5/1/2023,CET,1:30
v3602,Frankfurt,6/1/2023,PET,1:30
v3603,Frankfurt,9/1/2023,PON,1:30
v3604,Frankfurt,10/1/2023,TOR,1:30
v3605,Frankfurt,12/1/2023,CET,1:30
v3606,Frankfurt,13/1/2023,PET,1:30
v3607,Frankfurt,16/1/2023,PON,1:30
v3608,Frankfurt,17/1/2023,TOR,1:30
v3609,Frankfurt,19/1/2023,CET,1:30
v3610,Frankfurt,20/1/2023,PET,1:30
v3611,Frankfurt,23/1/2023,PON,1:30
v3612,Frankfurt,24/1/2023,TOR,1:30
v3613,Frankfurt,26/1/2023,CET,1:30
v3614,Frankfurt,27/1/2023,PET,1:30
v3615,Frankfurt,30/1/2023,PON,1:30
v3616,Frankfurt,31/1/2023,TOR,1:30
v3617,Frankfurt,2/2/2023,CET,1:30
v3618,Frankfurt,3/2/2023,PET,1:30
v3619,Frankfurt,6/2/2023,PON,1:30
v3620,Frankfurt,7/2/2023,TOR,1:30
v3621,Frankfurt,9/2/2023,CET,1:30
v3622,Frankfurt,10/2/2023,PET,1:30
v3623,Frankfurt,13/2/2023,PON,1:30
v3624,Frankfurt,14/2/2023,TOR,1:30
v3625,Frankfurt,16/2/2023,CET,1:30
v3626,Frankfurt,17/2/2023,PET,1:30
v3627,Frankfurt,20/2/2023,PON,1:30
v3628,Frankfurt,21/2/2023,TOR,1:30
v3629,Frankfurt,23/2/2023,CET,1:30
v3630,Frankfurt,24/2/2023,PET,1:30
v3631,Frankfurt,27/2/2023,PON,1:30
v3632,Frankfurt,28/2/2023,TOR,1:30
v3633,Frankfurt,2/3/2023,CET,1:30
v3634,Frankfurt,3/3/2023,PET,1:30
v3635,Frankfurt,6/3/2023,PON,1:30
v3636,Frankfurt,7/3/2023,TOR,1:30
v3637,Frankfurt,9/3/2023,CET,1:30
v3638,Frankfurt,10/3/2023,PET,1:30
v3639,Frankfurt,13/3/2023,PON,1:30
v3640,Frankfurt,14/3/2023,TOR,1:30
v3641,Frankfurt,16/3/2023,CET,1:30
v3642,Frankfurt,17/3/2023,PET,1:30
v3643,Frankfurt,20/3/2023,PON,1:30
v3644,Frankfurt,21/3/2023,TOR,1:30
v3645,Frankfurt,23/3/2023,CET,1:30
v3646,Frankfurt,24/3/2023,PET,1:30
v3647,Frankfurt,11/11/2022,PET,1:30
v3648,Frankfurt,12/11/2022,SOB,1:30
v3649,Frankfurt,12/11/2022,SOB,1:30
v3650,Frankfurt,14/11/2022,PON,1:30
v3651,Frankfurt,15/11/2022,TOR,1:30
v3652,Frankfurt,17/11/2022,CET,1:30
v3653,Frankfurt,18/11/2022,PET,1:30
v3654,Frankfurt,19/11/2022,SOB,1:30
v3655,Frankfurt,21/11/2022,PON,1:30
v3656,Frankfurt,22/11/2022,TOR,1:30
v3657,Frankfurt,24/11/2022,CET,1:30
v3658,Frankfurt,25/11/2022,PET,1:30
v3659,Frankfurt,26/11/2022,SOB,1:30
v3660,Frankfurt,28/11/2022,PON,1:30
v3661,Frankfurt,29/11/2022,TOR,1:30
v3662,Frankfurt,1/12/2022,CET,1:30
v3663,Frankfurt,2/12/2022,PET,1:30
v3664,Frankfurt,3/12/2022,SOB,1:30
v3665,Frankfurt,5/12/2022,PON,1:30
v3666,Frankfurt,6/12/2022,TOR,1:30
v3667,Frankfurt,8/12/2022,CET,1:30
v3668,Frankfurt,9/12/2022,PET,1:30
v3669,Frankfurt,10/12/2022,SOB,1:30
v3670,Frankfurt,12/12/2022,PON,1:30
v3671,Frankfurt,13/12/2022,TOR,1:30
v3672,Frankfurt,15/12/2022,CET,1:30
v3673,Frankfurt,16/12/2022,PET,1:30
v3674,Frankfurt,17/12/2022,SOB,1:30
v3675,Frankfurt,19/12/2022,PON,1:30
v3676,Frankfurt,20/12/2022,TOR,1:30
v3677,Frankfurt,22/12/2022,CET,1:30
v3678,Frankfurt,23/12/2022,PET,1:30
v3679,Frankfurt,24/12/2022,SOB,1:30
v3680,Frankfurt,26/12/2022,PON,1:30
