id,destinacija,datum,dan,cas 
v9383,Paris Charles de Gaulle,21/2/2023,TOR,1:45
v9384,Paris Charles de Gaulle,24/2/2023,PET,1:45
v9385,Paris Charles de Gaulle,28/2/2023,TOR,1:45
v9386,Paris Charles de Gaulle,3/3/2023,PET,1:45
v9387,Paris Charles de Gaulle,7/3/2023,TOR,1:45
v9388,Paris Charles de Gaulle,10/3/2023,PET,1:45
v9389,Paris Charles de Gaulle,14/3/2023,TOR,1:45
v9390,Paris Charles de Gaulle,17/3/2023,PET,1:45
v9391,Paris Charles de Gaulle,21/3/2023,TOR,1:45
v9392,Paris Charles de Gaulle,24/3/2023,PET,1:45
v9393,Paris Charles de Gaulle,8/2/2023,SRE,1:45
v9394,Paris Charles de Gaulle,15/2/2023,SRE,1:45
v9395,Paris Charles de Gaulle,22/2/2023,SRE,1:45
v9396,Paris Charles de Gaulle,1/3/2023,SRE,1:45
v9397,Paris Charles de Gaulle,8/3/2023,SRE,1:45
v9398,Paris Charles de Gaulle,15/3/2023,SRE,1:45
v9399,Paris Charles de Gaulle,22/3/2023,SRE,1:45
v9400,Paris Charles de Gaulle,9/2/2023,CET,1:45
v9401,Paris Charles de Gaulle,16/2/2023,CET,1:45
v9402,Paris Charles de Gaulle,23/2/2023,CET,1:45
v9403,Paris Charles de Gaulle,2/3/2023,CET,1:45
v9404,Paris Charles de Gaulle,9/3/2023,CET,1:45
v9405,Paris Charles de Gaulle,16/3/2023,CET,1:45
v9406,Paris Charles de Gaulle,23/3/2023,CET,1:45
v9407,Paris Charles de Gaulle,11/2/2023,SOB,1:45
v9408,Paris Charles de Gaulle,18/2/2023,SOB,1:45
v9409,Paris Charles de Gaulle,25/2/2023,SOB,1:45
v9410,Paris Charles de Gaulle,4/3/2023,SOB,1:45
v9411,Paris Charles de Gaulle,11/3/2023,SOB,1:45
v9412,Paris Charles de Gaulle,18/3/2023,SOB,1:45
v9413,Paris Charles de Gaulle,25/3/2023,SOB,1:45
v9414,Paris Charles de Gaulle,13/2/2023,PON,1:45
v9415,Paris Charles de Gaulle,20/2/2023,PON,1:45
v9416,Paris Charles de Gaulle,27/2/2023,PON,1:45
v9417,Paris Charles de Gaulle,6/3/2023,PON,1:45
v9418,Paris Charles de Gaulle,13/3/2023,PON,1:45
v9419,Paris Charles de Gaulle,20/3/2023,PON,1:45
v9420,Paris Charles de Gaulle,15/2/2023,SRE,1:45
v9421,Paris Charles de Gaulle,22/2/2023,SRE,1:45
v9422,Paris Charles de Gaulle,1/3/2023,SRE,1:45
v9423,Paris Charles de Gaulle,8/3/2023,SRE,1:45
v9424,Paris Charles de Gaulle,15/3/2023,SRE,1:45
v9425,Paris Charles de Gaulle,22/3/2023,SRE,1:45
v9426,Paris Charles de Gaulle,6/3/2023,PON,1:50
v9427,Paris Charles de Gaulle,7/3/2023,TOR,1:50
v9428,Paris Charles de Gaulle,9/3/2023,CET,1:50
v9429,Paris Charles de Gaulle,10/3/2023,PET,1:50
v9430,Paris Charles de Gaulle,12/3/2023,NED,1:50
v9431,Paris Charles de Gaulle,13/3/2023,PON,1:50
v9432,Paris Charles de Gaulle,14/3/2023,TOR,1:50
v9433,Paris Charles de Gaulle,16/3/2023,CET,1:50
v9434,Paris Charles de Gaulle,17/3/2023,PET,1:50
v9435,Paris Charles de Gaulle,19/3/2023,NED,1:50
v9436,Paris Charles de Gaulle,20/3/2023,PON,1:50
v9437,Paris Charles de Gaulle,21/3/2023,TOR,1:50
v9438,Paris Charles de Gaulle,23/3/2023,CET,1:50
v9439,Paris Charles de Gaulle,24/3/2023,PET,1:50
v9440,Paris Charles de Gaulle,7/3/2023,TOR,1:50
v9441,Paris Charles de Gaulle,14/3/2023,TOR,1:50
v9442,Paris Charles de Gaulle,21/3/2023,TOR,1:50
v9443,Paris Charles de Gaulle,11/3/2023,SOB,1:40
v9444,Paris Charles de Gaulle,18/3/2023,SOB,1:40
v9445,Paris Charles de Gaulle,25/3/2023,SOB,1:40
v9446,Paris Orly,6/11/2022,NED,1:45
v9447,Paris Orly,13/11/2022,NED,1:45
v9448,Paris Orly,20/11/2022,NED,1:45
v9449,Paris Orly,27/11/2022,NED,1:45
v9450,Paris Orly,4/12/2022,NED,1:45
v9451,Paris Orly,11/12/2022,NED,1:45
v9452,Paris Orly,18/12/2022,NED,1:45
v9453,Paris Orly,5/11/2022,SOB,1:45
v9454,Paris Orly,12/11/2022,SOB,1:45
v9455,Paris Orly,19/11/2022,SOB,1:45
v9456,Paris Orly,26/11/2022,SOB,1:45
v9457,Paris Orly,3/12/2022,SOB,1:45
v9458,Paris Orly,10/12/2022,SOB,1:45
v9459,Paris Orly,17/12/2022,SOB,1:45
v9460,Paris Orly,24/12/2022,SOB,1:45
v9461,Paris Orly,31/12/2022,SOB,1:45
v9462,Paris Orly,7/1/2023,SOB,1:45
v9463,Paris Orly,14/1/2023,SOB,1:45
v9464,Paris Orly,21/1/2023,SOB,1:45
v9465,Paris Orly,28/1/2023,SOB,1:45
v9466,Paris Orly,4/2/2023,SOB,1:45
v9467,Paris Orly,11/2/2023,SOB,1:45
v9468,Paris Orly,18/2/2023,SOB,1:45
v9469,Paris Orly,25/2/2023,SOB,1:45
v9470,Paris Orly,4/3/2023,SOB,1:45
v9471,Paris Orly,11/3/2023,SOB,1:45
v9472,Paris Orly,18/3/2023,SOB,1:45
v9473,Paris Orly,25/3/2023,SOB,1:45
v9474,Paris Orly,1/11/2022,TOR,1:45
v9475,Paris Orly,3/11/2022,CET,1:45
v9476,Paris Orly,4/11/2022,PET,1:45
v9477,Paris Orly,8/11/2022,TOR,1:45
v9478,Paris Orly,10/11/2022,CET,1:45
v9479,Paris Orly,11/11/2022,PET,1:45
v9480,Paris Orly,15/11/2022,TOR,1:45
v9481,Paris Orly,17/11/2022,CET,1:45
v9482,Paris Orly,18/11/2022,PET,1:45
v9483,Paris Orly,22/11/2022,TOR,1:45
v9484,Paris Orly,24/11/2022,CET,1:45
v9485,Paris Orly,25/11/2022,PET,1:45
v9486,Paris Orly,29/11/2022,TOR,1:45
v9487,Paris Orly,1/12/2022,CET,1:45
v9488,Paris Orly,2/12/2022,PET,1:45
v9489,Paris Orly,6/12/2022,TOR,1:45
v9490,Paris Orly,8/12/2022,CET,1:45
v9491,Paris Orly,9/12/2022,PET,1:45
v9492,Paris Orly,13/12/2022,TOR,1:45
v9493,Paris Orly,15/12/2022,CET,1:45
v9494,Paris Orly,16/12/2022,PET,1:45
v9495,Paris Orly,20/12/2022,TOR,1:45
v9496,Paris Orly,22/12/2022,CET,1:45
v9497,Paris Orly,23/12/2022,PET,1:45
v9498,Paris Orly,27/12/2022,TOR,1:45
v9499,Paris Orly,29/12/2022,CET,1:45
v9500,Paris Orly,30/12/2022,PET,1:45
v9501,Paris Orly,3/1/2023,TOR,1:45
v9502,Paris Orly,5/1/2023,CET,1:45
v9503,Paris Orly,6/1/2023,PET,1:45
v9504,Paris Orly,7/11/2022,PON,1:45
v9505,Paris Orly,14/11/2022,PON,1:45
v9506,Paris Orly,21/11/2022,PON,1:45
v9507,Paris Orly,28/11/2022,PON,1:45
v9508,Paris Orly,5/12/2022,PON,1:45
v9509,Paris Orly,12/12/2022,PON,1:45
v9510,Paris Orly,19/12/2022,PON,1:45
v9511,Paris Orly,26/12/2022,PON,1:45
v9512,Paris Orly,2/1/2023,PON,1:45
v9513,Paris Orly,9/1/2023,PON,1:45
v9514,Paris Orly,16/1/2023,PON,1:45
v9515,Paris Orly,23/1/2023,PON,1:45
v9516,Paris Orly,30/1/2023,PON,1:45
v9517,Paris Orly,6/2/2023,PON,1:45
v9518,Paris Orly,13/2/2023,PON,1:45
v9519,Paris Orly,20/2/2023,PON,1:45
v9520,Paris Orly,27/2/2023,PON,1:45
v9521,Paris Orly,6/3/2023,PON,1:45
v9522,Paris Orly,13/3/2023,PON,1:45
v9523,Paris Orly,20/3/2023,PON,1:45
v9524,Paris Orly,2/11/2022,SRE,1:45
v9525,Paris Orly,9/11/2022,SRE,1:45
v9526,Paris Orly,1/11/2022,TOR,1:45
v9527,Paris Orly,8/11/2022,TOR,1:45
v9528,Paris Orly,15/11/2022,TOR,1:45
v9529,Paris Orly,22/11/2022,TOR,1:45
v9530,Paris Orly,29/11/2022,TOR,1:45
v9531,Paris Orly,6/12/2022,TOR,1:45
v9532,Paris Orly,13/12/2022,TOR,1:45
v9533,Paris Orly,5/11/2022,SOB,1:45
v9534,Paris Orly,12/11/2022,SOB,1:45
v9535,Paris Orly,19/11/2022,SOB,1:45
v9536,Paris Orly,26/11/2022,SOB,1:45
v9537,Paris Orly,3/12/2022,SOB,1:45
v9538,Paris Orly,10/12/2022,SOB,1:45
v9539,Paris Orly,17/12/2022,SOB,1:45
v9540,Paris Orly,3/11/2022,CET,1:45
v9541,Paris Orly,10/11/2022,CET,1:45
v9542,Paris Orly,5/11/2022,SOB,1:45
v9543,Paris Orly,12/11/2022,SOB,1:45
v9544,Paris Orly,19/11/2022,SOB,1:45
v9545,Paris Orly,26/11/2022,SOB,1:45
v9546,Paris Orly,3/12/2022,SOB,1:45
v9547,Paris Orly,10/12/2022,SOB,1:45
v9548,Paris Orly,17/12/2022,SOB,1:45
v9549,Paris Orly,1/11/2022,TOR,1:45
v9550,Paris Orly,8/11/2022,TOR,1:45
v9551,Paris Orly,15/11/2022,TOR,1:45
v9552,Paris Orly,22/11/2022,TOR,1:45
v9553,Paris Orly,29/11/2022,TOR,1:45
v9554,Paris Orly,6/12/2022,TOR,1:45
v9555,Paris Orly,13/12/2022,TOR,1:45
v9556,Paris Orly,20/12/2022,TOR,1:45
v9557,Paris Orly,27/12/2022,TOR,1:45
v9558,Paris Orly,3/1/2023,TOR,1:45
v9559,Paris Orly,10/1/2023,TOR,1:45
v9560,Paris Orly,17/1/2023,TOR,1:45
v9561,Paris Orly,24/1/2023,TOR,1:45
v9562,Paris Orly,31/1/2023,TOR,1:45
v9563,Paris Orly,7/2/2023,TOR,1:45
v9564,Paris Orly,14/2/2023,TOR,1:45
v9565,Paris Orly,21/2/2023,TOR,1:45
v9566,Paris Orly,28/2/2023,TOR,1:45
v9567,Paris Orly,7/3/2023,TOR,1:45
v9568,Paris Orly,14/3/2023,TOR,1:45
v9569,Paris Orly,21/3/2023,TOR,1:45
v9570,Paris Orly,6/11/2022,NED,1:45
v9571,Paris Orly,13/11/2022,NED,1:45
v9572,Paris Orly,20/11/2022,NED,1:45
v9573,Paris Orly,27/11/2022,NED,1:45
v9574,Paris Orly,4/12/2022,NED,1:45
v9575,Paris Orly,11/12/2022,NED,1:45
v9576,Paris Orly,18/12/2022,NED,1:45
v9577,Paris Orly,4/11/2022,PET,1:45
v9578,Paris Orly,11/11/2022,PET,1:45
v9579,Paris Orly,18/11/2022,PET,1:45
v9580,Paris Orly,25/11/2022,PET,1:45
